item,option,supplier,part_number,price,multiplier,category
Miscellanous,"Honeywell 100 HP w Bypass, Nema-1, 460V",Honeywell,HVFD3B3C1000G131C,12310.47,1.045,Miscellanous
Miscellanous,Float Switch,Kele,KCFS-LB,24.51,1.0,Miscellanous
Miscellanous,"10' Rope Sensor, .5 A Relay Output",Kele,WD-2PR-10,204.45,1.0,Miscellanous
Miscellanous,"25' Rope Sensor, .5 A Relay Output",Kele,WD-2PR-25,327.99,1.0,Miscellanous
Miscellanous,"50' Rope Sensor, .5 A Relay Output",Kele,WD-2PR-50,514.58,1.0,Miscellanous
Miscellanous,"100' Rope Sensor, .5 A Relay Output",Kele,WD-2PR-100,983.1,1.0,Miscellanous
Miscellanous,"Floor Spot Sensor, .5A",Kele,WD-1B,117.45,1.0,Miscellanous
Miscellanous,Cooling Tower Level Controller w 4 Probes,Kele,WLC-4000,1242.5,1.0,Miscellanous
Miscellanous,MSTP Nema 4 Master Transmitter,DCS,WBT900-MSTP,910.0,1.0,Miscellanous
Miscellanous,MSTP Nema 4 Client Transmitter,DCS,WBT900-MSTP Combo Kit-3/LP9023 ,742.5,1.0,Miscellanous
Miscellanous,Programming/Config.,DCS,,60.0,1.0,Miscellanous
Miscellanous,Air Alert,ICD,AA96D-DLC,0.0,1.0,Miscellanous
Miscellanous,301-C w/o BACnet,Broudy ,301-C-DLC,2662.85,1.0,Miscellanous
Miscellanous,301-C BACnet,Broudy,301-C-DLC-BIP,5111.0,1.0,Miscellanous
See Valve Quote,,,,0.0,,See Valve Quote
Static pressure tips,,,,0.0,,Static pressure tips
Comm and interlock wiring only,,,,0.0,,Comm and interlock wiring only
Interlock wiring only,,,,0.0,,Interlock wiring only
Comm Wiring Only,,,,0.0,,Comm Wiring Only
BacNet Interface only,,,,0.0,,BacNet Interface only
Air Flow Monitor Quote,,,,0.0,,Air Flow Monitor Quote
Labor Only,,,,0.0,,Labor Only
Temp Sensor,,Select Option,Select Option,0.0,,Temp Sensor
Panel - Enclosure w Subpanel,,Select Option,Select Option,0.0,,Panel - Enclosure w Subpanel
Thermostat,,Select Option,Select Option,0.0,,Thermostat
Current Sw,,Select Option,Select Option,0.0,,Current Sw
Relay,,Select Option,Select Option,0.0,,Relay
Damper Actuator,,Select Option,Select Option,0.0,,Damper Actuator
Temp Sensor,,Select Option,Select Option,0.0,,Temp Sensor
Temp Sensor,,Select Option,Select Option,0.0,,Temp Sensor
Humidity,,Select Option,Select Option,0.0,,Humidity
Duct Humidity,,Select Option,Select Option,0.0,,Duct Humidity
Press Transmitter,,Select Option,Select Option,0.0,,Press Transmitter
Emergency Stop Switch,,Select Option,Select Option,0.0,,Emergency Stop Switch
Controller,,Select Option,Select Option,0.0,,Controller
Panel - Enclosure w Subpanel,,Select Option,Select Option,0.0,,Panel - Enclosure w Subpanel
Current Sw,,Select Option,Select Option,0.0,,Current Sw
Relay,,Select Option,Select Option,0.0,,Relay
Damper Actuator,,Select Option,Select Option,0.0,,Damper Actuator
Temp Sensor,,Select Option,Select Option,0.0,,Temp Sensor
Temp Sensor,,Select Option,Select Option,0.0,,Temp Sensor
Duct Humidity,,Select Option,Select Option,0.0,,Duct Humidity
Temp Sensor,,Select Option,Select Option,0.0,,Temp Sensor
Temp Sensor,,Select Option,Select Option,0.0,,Temp Sensor
Emergency Stop Switch,,Select Option,Select Option,0.0,,Emergency Stop Switch
Controller,,Select Option,Select Option,0.0,,Controller
Panel - Enclosure w Subpanel,,Select Option,Select Option,0.0,,Panel - Enclosure w Subpanel
Current Sw,,Select Option,Select Option,0.0,,Current Sw
Relay,,Select Option,Select Option,0.0,,Relay
Temp Sensor,,Select Option,Select Option,0.0,,Temp Sensor
Controller,,Select Option,Select Option,0.0,,Controller
Panel - Enclosure w Subpanel,,Select Option,Select Option,0.0,,Panel - Enclosure w Subpanel
Current Sw,,Select Option,Select Option,0.0,,Current Sw
Relay,,Select Option,Select Option,0.0,,Relay
Thermostat,,Select Option,Select Option,0.0,,Thermostat
Damper Actuator,,Select Option,Select Option,0.0,,Damper Actuator
Press Transmitter,,Select Option,Select Option,0.0,,Press Transmitter
Emergency Stop Switch,,Select Option,Select Option,0.0,,Emergency Stop Switch
Push button,,Select Option,Select Option,0.0,,Push button
Switch,,Select Option,Select Option,0.0,,Switch
Alarm Indication Panel,,Select Option,Select Option,0.0,,Alarm Indication Panel
Flow Sensor,,Select Option,Select Option,0.0,,Flow Sensor
Jace,,Select Option,Select Option,0.0,,Jace
Jace Maintenance,,Select Option,Select Option,0.0,,Jace Maintenance
Jace Device Pack,,Select Option,Select Option,0.0,,Jace Device Pack
Computer,,Select Option,Select Option,0.0,,Computer
N4 System Supervisor,,Select Option,Select Option,0.0,,N
N4 System Supervisor Maintenance,,Select Option,Select Option,0.0,,N
I/O Module,,Select Option,Select Option,0.0,,I/O Module
Carbon Dioxide Sensor,,Select Option,Select Option,0.0,,Carbon Dioxide Sensor
Filter Status,,Select Option,Select Option,0.0,,Filter Status
Transformer,,Select Option,Select Option,0.0,,Transformer
Power Supply,,Select Option,Select Option,0.0,,Power Supply
Pneumatic,,Select Option,Select Option,0.0,,Pneumatic
Pilot Light,,Select Option,Select Option,0.0,,Pilot Light
Refrigerant Monitor,,Select Option,Select Option,0.0,,Refrigerant Monitor
Miscellanous,,Select Option,Select Option,0.0,,Miscellanous
Flow Sensor,,Select Option,Select Option,0.0,,Flow Sensor
Horn/Strobe,,Select Option,Select Option,0.0,,Horn/Strobe
Guard,,Select Option,Select Option,0.0,,Guard
Communicating Room Thermostat,,Select Option,Select Option,0.0,,Communicating Room Thermostat
VFD,,Select Option,Select Option,0.0,,VFD
Drivers,,Select Option,Select Option,0.0,,Drivers
Timed Override,,Select Option,Select Option,0.0,,Timed Override
Water Detection,,Select Option,Select Option,0.0,,Water Detection
Display,,Select Option,Select Option,0.0,,Display
Air Flow Monitor,,Select Option,Select Option,0.0,,Air Flow Monitor
Estimator's Name,,Select Option,Select Option,0.0,,Estimator
JCI FX80 Device License,,Select Option,Select Option,0.0,,JCI FX
"CO, NO2 and O2 Sensors",,Select Option,Select Option,0.0,,CO
Wireless Transmitter,,Select Option,Select Option,0.0,,Wireless Transmitter
Master Panel,,Select Option,Select Option,0.0,,Master Panel
SensePoint Gas Detection,,Select Option,Select Option,0.0,,SensePoint Gas Detection
Sub Name,,Select Option,Select Option,0.0,,Sub Name
UPS/Surge Protection,,Select Option,Select Option,0.0,,UPS/Surge Protection
Optimizer License with 18 Month SMA,,Select Option,Select Option,0.0,,Optimizer License with
Optimizer Accessories,,Select Option,Select Option,0.0,,Optimizer Accessories
Phoenix Controller Core License,,Select Option,Select Option,0.0,,Phoenix Controller Core License
Phoenix ILC SMA,,Select Option,Select Option,0.0,,Phoenix ILC SMA
Date,Revision/Notes,,,,,Date
2015-03-17 00:00:00,,Version 1.0,,,,Material
2015-03-25 00:00:00,Added Job Setup Form,Version 2.0,,,,Material
2015-05-20 00:00:00,Added t'stat guards,,,,,Material
2015-05-28 00:00:00,Added Smoke Damper Disconnect,,,,,Material
2015-06-03 00:00:00,Added Pneumatic Damper Actuators,,,,,Material
2015-06-03 00:00:00,Added Solenoid Air Valve,,,,,Material
2015-06-04 00:00:00,"Added MOB-4 & 8, HOA-102S",,,,,Material
2015-06-19 00:00:00,Added Valve Pricing Columns,Version 2.1,,,,Material
2015-07-20 00:00:00,Added A25An-1C High Limit T'stat,,,,,Material
2015-07-21 00:00:00,Added Rope Sensors,,,,,Material
2015-07-22 00:00:00,Added All Parts Under Misc Column,Version 2.2,,,,Material
2015-08-19 00:00:00,Added Communicating Rm T'stats,,,,,Material
2015-08-20 00:00:00,Added Jace Sizing Tool,,,,,Material
2015-08-31 00:00:00,Added Parking and Mechanical Box,,,,,Material
2015-09-01 00:00:00,Updated Pricing,,,,,Material
2015-09-29 00:00:00,Added Sub vs Local Labor Comparison,,,,,Material
2015-10-13 00:00:00,Added Sylk Bus Calculation Tool,Version 2.3,,,,Material
2015-10-20 00:00:00,Added Spyder I/O Pages,Version 3.0,,,,Material
2015-11-25 00:00:00,Added LOYTEC Display,,,,,Material
2016-02-19 00:00:00,Added WEB's N4 Devices,Version 4.0,,,,Material
2016-06-08 00:00:00,Added Wireless TR21-WK & TR23-WK Plus smoke damper actuators,,,,,Material
2016-06-27 00:00:00,Added Honeywell Multiplier Cells,,,,,Material
2016-10-17 00:00:00,Updated Pricing,Version 4.1,,,,Material
2016-11-17 00:00:00,Added more BACNet Spyders and timed,,,,,Material
2017-09-08 00:00:00,Updated Pricing,,,,,Material
2017-10-23 00:00:00,Updated Hourly Rates and Burden Rate (1.4 from 1.35),Version 4.2,,,,Material
2018-12-31 00:00:00,Updated Pricing,Version 4.3,,,,Material
2019-03-15 00:00:00,Added JCI and CiPer and Pricing Update,Version 5.0,,,,Material
2019-05-23 00:00:00,Updated Pricing,,,,,Material
2020-03-23 00:00:00,Updated Labor Rates,,,,,Material
2021-01-05 00:00:00,Updated JCI Pricing,,,,,Material
2021-01-28 00:00:00,Merged sheets Pricing and Options List,,,,,Material
2021-02-01 00:00:00,BACnet wireless added. ,,,,,Material
2021-03-03 00:00:00,Labor Rates Updated. ,,,,,Material
2021-03-18 00:00:00,Honeywell and Kele pricing updated added tecs,,,,,Material
2021-03-29 00:00:00,"Added Power Supply, Honeywell Gas Sensor",,,,,Material
2021-07-20 00:00:00,"Updated Pricing, Added Magnahelic Gauges",Version 5.3,,,,Material
2021-09-01 00:00:00,Added CiPer I/O Devices - Temp Update on JCI Pricing,Version 5.4,,,,Material
2021-11-16 00:00:00,Updated Pressura Pressure Monitor Pricing and HW 7% Increase,,,,,Material
2021-12-06 00:00:00,Updated for JCI 7% Pricing Increase,,,,,Material
2021-12-07 00:00:00,Updated for HW 15% Pricing Increase,,,,,Material
2022-01-10 00:00:00,Updated Labor Rates,Version 5.5,,,,Material
2022-05-13 00:00:00,"Added WEB surcharge, Updated SUB dropdowns, Added 5% to HW",Version 5.7,,,,Material
2022-09-07 00:00:00,Udated Labor Rates,Version 5.8,,,,Material
2022-09-16 00:00:00,"Updated Kele, JCI and Honeywell Pricing and added Siemens",Version 6.0,,,,Material
2022-09-30 00:00:00,"Updated JCI ""Special Pricing"" and added a seperate multiplier for those. Increased other JCI pricing by 10%",Version 6.1,,,,Material
2022-10-05 00:00:00,"Updated HW pricing by a net add of 2.5%, added BACnet relay",,,,,Material
2022-11-15 00:00:00,"Added New JCI Wireless Products, HMI Display",Version 6.2,,,,Material
2023-06-20 00:00:00,Added Names for Estimators,Version 6.4,,,,Material
2023-07-20 00:00:00,"Added Florida tax codes, added tax code sheet, added Maracco CO/NO2 Sensors, added additional wire subs, added additional controls salesmen",Version 6.5,,,,Material
2023-07-25 00:00:00,"Updated VFD pricing, added Alli Dennis and John Phillips",Version 6.7,,,,Material
2023-09-27 00:00:00,"Added APM rates, split time between Senior PM and APM and added %, increased multipliers",Version 7.0,,,,Material
2023-10-17 00:00:00,"Added Honeywell Optimizer, Updated Trunk Charges and added one location (located above) to change. Added one location on Totals tab to change mileage.",Version 7.1,,,,Material
2023-11-10 00:00:00,"Updated Honeywell, JCI and Siemens pricing and removed multipliers, Added TC300, TC500, TR50, Belimo Nema4 actuator, Increased ""plug"" numbers for budget wiring",Version 7.2,,,,Material
2024-04-15 00:00:00,"Updated pricing, Added WEB9000's, Added Optimizer Plant Controllers with Licenses and Expansion Modules, Added Siemens OA T/H sensors, Removed Jace 600 sizing data,  Added ability to Zero out tabs 2 through 10, Deleted Classic Spyder Tabs, Increased Onicon offerings. Updated burden labor rates.",Version 7.3,,,,Material
2024-08-26 00:00:00,"Labor Rates Updated, JCI Increase of 3.5%",Version 7.4,,,,Material
2024-10-07 00:00:00,"Updated Pricing, Added ISMA I/O Modules, Updated Cost Codes, Changed Warranty to multiply to Labor Only and not on the whole amount",Version 7.5,,,,Material
2025-02-13 00:00:00,"Udated Labor Rates, Updated All Pricing, Added Phoenix Controllers",Version 7.6,,,,Material
2025-03-05 00:00:00,Increased JCI material 12.5%  and HW 6.4% for Tariff Increases,Version 7.6a,,,,Material
2025-05-01 00:00:00,"Added TR100 Series Sensors, Corrected Mileage",Version 7.6C,,,,Material
2025-08-05 00:00:00,"Adjusted Labor Rates, Increased Siemens Pricing by 3.5%",Version 7.6D,,,,Material
2025-12-11 00:00:00,"Updated pricing, Added Belimo CO/NO2 sensors, Added Senior Tech and Tech, Updated Labor rate",Version 8.0,,,,Material
2025-12-18 00:00:00,"Updated error in formula for tech, graphics and programming, Added Refrigerant Monitors",Version 8.1,,,,Material
2026-02-02 00:00:00,Updated Tax Rates for All Counties Shown on Sheet,Version 8.2,,,,Material
2026-03-10 00:00:00,"Updated PM Labor Rate, increased per mile rate, added salemen, added Siemens items",Version 8.3,,,,Material
2026-03-12 00:00:00,Revised due to error,Version 8.4,,,,Material
2026-04-22 00:00:00,Updated JCI Special Pricing,Version 8.5,,,,Material
2026-04-29 00:00:00,Updated Multiplier for Honeywell to Reflect a 4.5% Increase,Verstion 8.6,,,,Material
